SUBMIT$7320461393185366016$NJ4GNBSAX0000693$REALTIME$TIME:20250509092725,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:3.7,2603:28.7015220,2602:113.0613520,3012:220,3013:83,3014:20250509092721,3015:19,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320484036542357504$NJ4GNBSAX0000693$REALTIME$TIME:20250509105723,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6998130,2602:113.0583810,3012:0,3013:83,3014:20250509105713,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484036546551808$NJ4GNBSAX0000693$REALTIME$TIME:20250509105723,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0.2,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105714,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484036550746112$NJ4GNBSAX0000693$REALTIME$TIME:20250509105723,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105715,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484036554940416$NJ4GNBSAX0000693$REALTIME$TIME:20250509105723,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105716,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484036559134720$NJ4GNBSAX0000693$REALTIME$TIME:20250509105723,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105717,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484036563329024$NJ4GNBSAX0000693$REALTIME$TIME:20250509105723,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105718,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484036567523328$NJ4GNBSAX0000693$REALTIME$TIME:20250509105723,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583800,3012:0,3013:83,3014:20250509105719,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484036571717632$NJ4GNBSAX0000693$REALTIME$TIME:20250509105723,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583800,3012:0,3013:83,3014:20250509105720,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484036575911936$NJ4GNBSAX0000693$REALTIME$TIME:20250509105723,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583800,3012:0,3013:83,3014:20250509105721,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484080486084608$NJ4GNBSAX0000693$REALTIME$TIME:20250509105734,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583800,3012:0,3013:83,3014:20250509105722,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484080490278912$NJ4GNBSAX0000693$REALTIME$TIME:20250509105734,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583800,3012:0,3013:83,3014:20250509105723,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484080494473216$NJ4GNBSAX0000693$REALTIME$TIME:20250509105734,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583800,3012:0,3013:83,3014:20250509105724,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484080498667520$NJ4GNBSAX0000693$REALTIME$TIME:20250509105734,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583800,3012:0,3013:83,3014:20250509105725,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484080502861824$NJ4GNBSAX0000693$REALTIME$TIME:20250509105734,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583790,3012:0,3013:83,3014:20250509105726,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484080507056128$NJ4GNBSAX0000693$REALTIME$TIME:20250509105734,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583790,3012:0,3013:83,3014:20250509105727,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484080511250432$NJ4GNBSAX0000693$REALTIME$TIME:20250509105734,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583790,3012:0,3013:83,3014:20250509105728,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484080515444736$NJ4GNBSAX0000693$REALTIME$TIME:20250509105734,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583790,3012:0,3013:83,3014:20250509105729,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484080519639040$NJ4GNBSAX0000693$REALTIME$TIME:20250509105734,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583790,3012:0,3013:83,3014:20250509105730,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484080523833344$NJ4GNBSAX0000693$REALTIME$TIME:20250509105734,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583790,3012:0,3013:83,3014:20250509105731,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484124589182976$NJ4GNBSAX0000693$REALTIME$TIME:20250509105744,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583790,3012:0,3013:83,3014:20250509105732,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484124593377280$NJ4GNBSAX0000693$REALTIME$TIME:20250509105744,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583790,3012:0,3013:83,3014:20250509105733,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484124597571584$NJ4GNBSAX0000693$REALTIME$TIME:20250509105744,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998100,2602:113.0583790,3012:0,3013:83,3014:20250509105734,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484124601765888$NJ4GNBSAX0000693$REALTIME$TIME:20250509105744,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998100,2602:113.0583790,3012:0,3013:83,3014:20250509105735,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484124605960192$NJ4GNBSAX0000693$REALTIME$TIME:20250509105744,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998100,2602:113.0583790,3012:0,3013:83,3014:20250509105736,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484124610154496$NJ4GNBSAX0000693$REALTIME$TIME:20250509105744,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998100,2602:113.0583790,3012:0,3013:83,3014:20250509105737,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484124614348800$NJ4GNBSAX0000693$REALTIME$TIME:20250509105744,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998090,2602:113.0583790,3012:0,3013:83,3014:20250509105738,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484124618543104$NJ4GNBSAX0000693$REALTIME$TIME:20250509105744,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998090,2602:113.0583790,3012:0,3013:83,3014:20250509105739,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484124622737408$NJ4GNBSAX0000693$REALTIME$TIME:20250509105744,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998090,2602:113.0583790,3012:0,3013:83,3014:20250509105740,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484124626931712$NJ4GNBSAX0000693$REALTIME$TIME:20250509105744,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998090,2602:113.0583790,3012:0,3013:83,3014:20250509105741,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484168545488896$NJ4GNBSAX0000693$REALTIME$TIME:20250509105755,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998090,2602:113.0583790,3012:0,3013:83,3014:20250509105742,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484168549683200$NJ4GNBSAX0000693$REALTIME$TIME:20250509105755,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998090,2602:113.0583790,3012:0,3013:84,3014:20250509105743,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484168553877504$NJ4GNBSAX0000693$REALTIME$TIME:20250509105755,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998090,2602:113.0583790,3012:0,3013:84,3014:20250509105744,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484168558071808$NJ4GNBSAX0000693$REALTIME$TIME:20250509105755,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998090,2602:113.0583790,3012:0,3013:84,3014:20250509105745,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484168562266112$NJ4GNBSAX0000693$REALTIME$TIME:20250509105755,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998090,2602:113.0583790,3012:0,3013:84,3014:20250509105746,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484168566460416$NJ4GNBSAX0000693$REALTIME$TIME:20250509105755,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998090,2602:113.0583790,3012:0,3013:84,3014:20250509105747,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484168574849024$NJ4GNBSAX0000693$REALTIME$TIME:20250509105755,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0.2,2603:28.6998100,2602:113.0583790,3012:0,3013:84,3014:20250509105748,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484168579043328$NJ4GNBSAX0000693$REALTIME$TIME:20250509105755,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998100,2602:113.0583790,3012:0,3013:84,3014:20250509105749,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484190548824064$NJ4GNBSAX0000693$REALTIME$TIME:20250509105800,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,2204:0.1,2603:28.6998100,2602:113.0583790,3012:0,3013:84,3014:20250509105751,3015:20,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320484212694724608$NJ4GNBSAX0000693$REALTIME$TIME:20250509105805,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.6998120,2602:113.0583800,3012:0,3013:84,3014:20250509105752,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484212698918912$NJ4GNBSAX0000693$REALTIME$TIME:20250509105805,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583800,3012:0,3013:84,3014:20250509105753,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484212703113216$NJ4GNBSAX0000693$REALTIME$TIME:20250509105805,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583800,3012:0,3013:84,3014:20250509105754,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484212707307520$NJ4GNBSAX0000693$REALTIME$TIME:20250509105805,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0.2,2603:28.6998110,2602:113.0583800,3012:0,3013:84,3014:20250509105755,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484212711501824$NJ4GNBSAX0000693$REALTIME$TIME:20250509105805,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6998100,2602:113.0583800,3012:0,3013:84,3014:20250509105756,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484212715696128$NJ4GNBSAX0000693$REALTIME$TIME:20250509105805,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998100,2602:113.0583800,3012:0,3013:84,3014:20250509105757,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484212719890432$NJ4GNBSAX0000693$REALTIME$TIME:20250509105805,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998100,2602:113.0583810,3012:0,3013:84,3014:20250509105758,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484212724084736$NJ4GNBSAX0000693$REALTIME$TIME:20250509105805,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998100,2602:113.0583810,3012:0,3013:84,3014:20250509105759,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484212728279040$NJ4GNBSAX0000693$REALTIME$TIME:20250509105805,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998100,2602:113.0583810,3012:0,3013:84,3014:20250509105800,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484212732473344$NJ4GNBSAX0000693$REALTIME$TIME:20250509105805,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998100,2602:113.0583810,3012:0,3013:84,3014:20250509105801,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484256487456768$NJ4GNBSAX0000693$REALTIME$TIME:20250509105816,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583810,3012:0,3013:84,3014:20250509105802,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484256491651072$NJ4GNBSAX0000693$REALTIME$TIME:20250509105816,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583810,3012:0,3013:84,3014:20250509105803,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484256495845376$NJ4GNBSAX0000693$REALTIME$TIME:20250509105816,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583810,3012:0,3013:84,3014:20250509105804,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484256500039680$NJ4GNBSAX0000693$REALTIME$TIME:20250509105816,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583820,3012:0,3013:84,3014:20250509105805,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484256504233984$NJ4GNBSAX0000693$REALTIME$TIME:20250509105816,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583820,3012:0,3013:84,3014:20250509105806,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484256508428288$NJ4GNBSAX0000693$REALTIME$TIME:20250509105816,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998110,2602:113.0583820,3012:0,3013:84,3014:20250509105807,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484256512622592$NJ4GNBSAX0000693$REALTIME$TIME:20250509105816,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583820,3012:0,3013:84,3014:20250509105808,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484256516816896$NJ4GNBSAX0000693$REALTIME$TIME:20250509105816,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583820,3012:0,3013:84,3014:20250509105809,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484256521011200$NJ4GNBSAX0000693$REALTIME$TIME:20250509105816,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583820,3012:0,3013:84,3014:20250509105810,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484256525205504$NJ4GNBSAX0000693$REALTIME$TIME:20250509105816,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:90,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583820,3012:0,3013:84,3014:20250509105811,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484300435378176$NJ4GNBSAX0000693$REALTIME$TIME:20250509105826,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583820,3012:0,3013:84,3014:20250509105812,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484300439572480$NJ4GNBSAX0000693$REALTIME$TIME:20250509105826,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583820,3012:0,3013:84,3014:20250509105813,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484300443766784$NJ4GNBSAX0000693$REALTIME$TIME:20250509105826,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998120,2602:113.0583820,3012:0,3013:84,3014:20250509105814,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484300452155392$NJ4GNBSAX0000693$REALTIME$TIME:20250509105826,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105815,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484300456349696$NJ4GNBSAX0000693$REALTIME$TIME:20250509105826,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105816,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484300460544000$NJ4GNBSAX0000693$REALTIME$TIME:20250509105826,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583810,3012:0,3013:84,3014:20250509105818,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484300464738304$NJ4GNBSAX0000693$REALTIME$TIME:20250509105826,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105819,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484300468932608$NJ4GNBSAX0000693$REALTIME$TIME:20250509105826,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105820,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484300473126912$NJ4GNBSAX0000693$REALTIME$TIME:20250509105826,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105821,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484344517509120$NJ4GNBSAX0000693$REALTIME$TIME:20250509105837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105822,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484344521703424$NJ4GNBSAX0000693$REALTIME$TIME:20250509105837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105823,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484344525897728$NJ4GNBSAX0000693$REALTIME$TIME:20250509105837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105824,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484344530092032$NJ4GNBSAX0000693$REALTIME$TIME:20250509105837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105825,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484344534286336$NJ4GNBSAX0000693$REALTIME$TIME:20250509105837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105826,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484344538480640$NJ4GNBSAX0000693$REALTIME$TIME:20250509105837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998130,2602:113.0583820,3012:0,3013:84,3014:20250509105827,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484344542674944$NJ4GNBSAX0000693$REALTIME$TIME:20250509105837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6998140,2602:113.0583820,3012:0,3013:84,3014:20250509105828,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484344546869248$NJ4GNBSAX0000693$REALTIME$TIME:20250509105837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:84,3014:20250509105829,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484344551063552$NJ4GNBSAX0000693$REALTIME$TIME:20250509105837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:84,3014:20250509105830,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484344555257856$NJ4GNBSAX0000693$REALTIME$TIME:20250509105837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105831,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484388377358336$NJ4GNBSAX0000693$REALTIME$TIME:20250509105847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105832,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484388381552640$NJ4GNBSAX0000693$REALTIME$TIME:20250509105847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105833,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484388385746944$NJ4GNBSAX0000693$REALTIME$TIME:20250509105847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105834,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484388389941248$NJ4GNBSAX0000693$REALTIME$TIME:20250509105847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105835,3015:20,3016:12,4014:0,2601:0,3019:0
