SUBMIT$7353043851214733312$EC73BD2504030074$REALTIME$TIME:20250807071828,gw:farm,3004:55,4042:1,4030:1,4031:0,4032:0.00,4033:0,2603:0.00000000,2602:0.00000000,2204:0,3012:0,3013:0,3014:20250807071828,3015:0,3016:56,4014:99,4430:0,2601:1,3019:0,4403:1,4404:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7353151675324342272$EC73BD2504030074$REALTIME$TIME:20250807142655,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.64,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10733420,2602:118.95867019,3012:208,3013:90,3014:20250807142653,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151675328536576$EC73BD2504030074$REALTIME$TIME:20250807142655,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.64,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10732325,2602:118.95866509,3012:191,3013:90,3014:20250807142654,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151675332730880$EC73BD2504030074$REALTIME$TIME:20250807142655,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.64,4033:71,4040:0,4041:0,4043:0,4044:1,2204:6.3,2603:29.10731278,2602:118.95866063,3012:202,3013:90,3014:20250807142655,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151717472903168$EC73BD2504030074$REALTIME$TIME:20250807142705,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.71,4033:71,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:29.10730365,2602:118.95865350,3012:179,3013:90,3014:20250807142656,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151717477097472$EC73BD2504030074$REALTIME$TIME:20250807142705,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.71,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10729171,2602:118.95864886,3012:166,3013:90,3014:20250807142657,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151717481291776$EC73BD2504030074$REALTIME$TIME:20250807142705,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.71,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.7,2603:29.10728045,2602:118.95864326,3012:211,3013:90,3014:20250807142658,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151717485486080$EC73BD2504030074$REALTIME$TIME:20250807142705,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.71,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10727015,2602:118.95863968,3012:202,3013:90,3014:20250807142659,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151717489680384$EC73BD2504030074$REALTIME$TIME:20250807142705,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.71,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:29.10725903,2602:118.95863653,3012:206,3013:90,3014:20250807142700,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151717493874688$EC73BD2504030074$REALTIME$TIME:20250807142705,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.71,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.7,2603:29.10724746,2602:118.95863071,3012:183,3013:90,3014:20250807142701,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151717498068992$EC73BD2504030074$REALTIME$TIME:20250807142705,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.71,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:29.10723671,2602:118.95862406,3012:213,3013:90,3014:20250807142702,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151717502263296$EC73BD2504030074$REALTIME$TIME:20250807142705,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.71,4033:71,4040:0,4041:0,4043:0,4044:1,2204:6.1,2603:29.10722688,2602:118.95861738,3012:209,3013:90,3014:20250807142703,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151717506457600$EC73BD2504030074$REALTIME$TIME:20250807142705,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.71,4033:71,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:29.10721746,2602:118.95860945,3012:242,3013:90,3014:20250807142704,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151717510651904$EC73BD2504030074$REALTIME$TIME:20250807142705,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.71,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5.8,2603:29.10721000,2602:118.95859904,3012:219,3013:90,3014:20250807142705,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151759764062208$EC73BD2504030074$REALTIME$TIME:20250807142716,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.76,4033:71,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:29.10720265,2602:118.95858863,3012:242,3013:90,3014:20250807142706,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151759768256512$EC73BD2504030074$REALTIME$TIME:20250807142716,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.76,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.7,2603:29.10719846,2602:118.95857654,3012:240,3013:90,3014:20250807142707,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151759772450816$EC73BD2504030074$REALTIME$TIME:20250807142716,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.76,4033:71,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:29.10719295,2602:118.95856423,3012:240,3013:90,3014:20250807142708,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151759776645120$EC73BD2504030074$REALTIME$TIME:20250807142716,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.76,4033:71,4040:0,4041:0,4043:0,4044:1,2204:2.2,2603:29.10719218,2602:118.95855608,3012:276,3013:90,3014:20250807142709,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151759780839424$EC73BD2504030074$REALTIME$TIME:20250807142716,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.76,4033:71,4040:0,4041:0,4043:0,4044:1,2204:2.8,2603:29.10719606,2602:118.95854959,3012:311,3013:90,3014:20250807142710,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151759785033728$EC73BD2504030074$REALTIME$TIME:20250807142716,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.76,4033:71,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:29.10720385,2602:118.95854655,3012:340,3013:90,3014:20250807142711,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151759789228032$EC73BD2504030074$REALTIME$TIME:20250807142716,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.76,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10721368,2602:118.95854748,3012:16,3013:90,3014:20250807142712,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151759793422336$EC73BD2504030074$REALTIME$TIME:20250807142716,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.76,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10722308,2602:118.95855590,3012:47,3013:90,3014:20250807142713,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151759797616640$EC73BD2504030074$REALTIME$TIME:20250807142716,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.76,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:29.10722960,2602:118.95856560,3012:54,3013:90,3014:20250807142714,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151759801810944$EC73BD2504030074$REALTIME$TIME:20250807142716,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.76,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10723553,2602:118.95857581,3012:48,3013:90,3014:20250807142715,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151801862275072$EC73BD2504030074$REALTIME$TIME:20250807142726,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.82,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10724476,2602:118.95858568,3012:29,3013:90,3014:20250807142716,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151801866469376$EC73BD2504030074$REALTIME$TIME:20250807142726,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.82,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10725488,2602:118.95859374,3012:42,3013:90,3014:20250807142717,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151801870663680$EC73BD2504030074$REALTIME$TIME:20250807142726,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.82,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10726620,2602:118.95860089,3012:7,3013:90,3014:20250807142718,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151801874857984$EC73BD2504030074$REALTIME$TIME:20250807142726,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.82,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:29.10727726,2602:118.95860814,3012:26,3013:90,3014:20250807142719,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151801879052288$EC73BD2504030074$REALTIME$TIME:20250807142726,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.82,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10728838,2602:118.95861546,3012:39,3013:90,3014:20250807142720,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151801883246592$EC73BD2504030074$REALTIME$TIME:20250807142726,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.82,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.4,2603:29.10729863,2602:118.95862325,3012:14,3013:90,3014:20250807142721,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151801887440896$EC73BD2504030074$REALTIME$TIME:20250807142726,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.82,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10730973,2602:118.95863110,3012:16,3013:90,3014:20250807142722,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151801891635200$EC73BD2504030074$REALTIME$TIME:20250807142726,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.82,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.7,2603:29.10732076,2602:118.95863901,3012:23,3013:90,3014:20250807142723,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151801895829504$EC73BD2504030074$REALTIME$TIME:20250807142726,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.82,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5.5,2603:29.10733168,2602:118.95864613,3012:21,3013:90,3014:20250807142724,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151801900023808$EC73BD2504030074$REALTIME$TIME:20250807142726,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.82,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5.9,2603:29.10734283,2602:118.95865423,3012:47,3013:90,3014:20250807142725,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151844136685568$EC73BD2504030074$REALTIME$TIME:20250807142736,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.89,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5.7,2603:29.10735386,2602:118.95866211,3012:24,3013:90,3014:20250807142726,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151844140879872$EC73BD2504030074$REALTIME$TIME:20250807142736,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.89,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:29.10736510,2602:118.95866641,3012:349,3013:90,3014:20250807142727,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151844145074176$EC73BD2504030074$REALTIME$TIME:20250807142736,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.89,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10737840,2602:118.95866155,3012:324,3013:90,3014:20250807142728,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151844149268480$EC73BD2504030074$REALTIME$TIME:20250807142736,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.89,4033:71,4040:0,4041:0,4043:0,4044:1,2204:6.6,2603:29.10738601,2602:118.95864888,3012:275,3013:90,3014:20250807142729,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151844153462784$EC73BD2504030074$REALTIME$TIME:20250807142736,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.89,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.9,2603:29.10738155,2602:118.95863183,3012:221,3013:90,3014:20250807142730,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151844157657088$EC73BD2504030074$REALTIME$TIME:20250807142736,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.89,4033:71,4040:0,4041:0,4043:0,4044:1,2204:6.4,2603:29.10736890,2602:118.95862353,3012:182,3013:90,3014:20250807142731,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151844161851392$EC73BD2504030074$REALTIME$TIME:20250807142736,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.89,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5.3,2603:29.10735516,2602:118.95862178,3012:175,3013:90,3014:20250807142732,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151844166045696$EC73BD2504030074$REALTIME$TIME:20250807142736,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.89,4033:71,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10734266,2602:118.95861910,3012:209,3013:90,3014:20250807142733,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151844170240000$EC73BD2504030074$REALTIME$TIME:20250807142736,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.89,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5.4,2603:29.10733105,2602:118.95861295,3012:219,3013:90,3014:20250807142734,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151844174434304$EC73BD2504030074$REALTIME$TIME:20250807142736,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.89,4033:71,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10731971,2602:118.95860558,3012:181,3013:90,3014:20250807142735,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151886415261696$EC73BD2504030074$REALTIME$TIME:20250807142746,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.95,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10730863,2602:118.95859735,3012:206,3013:90,3014:20250807142736,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151886419456000$EC73BD2504030074$REALTIME$TIME:20250807142746,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.95,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10729781,2602:118.95858966,3012:181,3013:90,3014:20250807142737,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151886423650304$EC73BD2504030074$REALTIME$TIME:20250807142746,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.95,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:29.10728656,2602:118.95858198,3012:193,3013:90,3014:20250807142738,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151886427844608$EC73BD2504030074$REALTIME$TIME:20250807142746,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.95,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10727538,2602:118.95857368,3012:231,3013:90,3014:20250807142739,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151886432038912$EC73BD2504030074$REALTIME$TIME:20250807142746,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.95,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5.8,2603:29.10726563,2602:118.95856481,3012:207,3013:90,3014:20250807142740,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151886436233216$EC73BD2504030074$REALTIME$TIME:20250807142746,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.95,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:29.10724971,2602:118.95854420,3012:269,3013:90,3014:20250807142742,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151886440427520$EC73BD2504030074$REALTIME$TIME:20250807142746,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.95,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3,2603:29.10725255,2602:118.95853331,3012:304,3013:90,3014:20250807142743,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151886444621824$EC73BD2504030074$REALTIME$TIME:20250807142746,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.95,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:29.10726178,2602:118.95852636,3012:333,3013:90,3014:20250807142744,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151886448816128$EC73BD2504030074$REALTIME$TIME:20250807142746,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.95,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10727070,2602:118.95852526,3012:355,3013:90,3014:20250807142745,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151886453010432$EC73BD2504030074$REALTIME$TIME:20250807142746,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:16.95,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.9,2603:29.10728141,2602:118.95852850,3012:4,3013:90,3014:20250807142746,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151928463163392$EC73BD2504030074$REALTIME$TIME:20250807142756,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.01,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10729186,2602:118.95853431,3012:30,3013:90,3014:20250807142747,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151928467357696$EC73BD2504030074$REALTIME$TIME:20250807142756,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.01,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5.7,2603:29.10730153,2602:118.95854245,3012:30,3013:90,3014:20250807142748,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151928471552000$EC73BD2504030074$REALTIME$TIME:20250807142756,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.01,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5.4,2603:29.10731121,2602:118.95855035,3012:21,3013:90,3014:20250807142749,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151928475746304$EC73BD2504030074$REALTIME$TIME:20250807142756,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.01,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10732176,2602:118.95855778,3012:48,3013:90,3014:20250807142750,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151928479940608$EC73BD2504030074$REALTIME$TIME:20250807142756,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.01,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5.3,2603:29.10733058,2602:118.95856600,3012:19,3013:90,3014:20250807142751,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151928484134912$EC73BD2504030074$REALTIME$TIME:20250807142756,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.01,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10733975,2602:118.95857506,3012:63,3013:90,3014:20250807142752,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151928488329216$EC73BD2504030074$REALTIME$TIME:20250807142756,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.01,4033:72,4040:0,4041:0,4043:0,4044:1,2204:6.1,2603:29.10734831,2602:118.95858465,3012:41,3013:90,3014:20250807142753,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151928492523520$EC73BD2504030074$REALTIME$TIME:20250807142756,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.01,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10735670,2602:118.95859441,3012:46,3013:90,3014:20250807142754,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151928496717824$EC73BD2504030074$REALTIME$TIME:20250807142756,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.01,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10736528,2602:118.95860453,3012:49,3013:90,3014:20250807142755,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151928500912128$EC73BD2504030074$REALTIME$TIME:20250807142756,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.01,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10737348,2602:118.95861428,3012:38,3013:90,3014:20250807142756,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151970804641792$EC73BD2504030074$REALTIME$TIME:20250807142806,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.03,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10738221,2602:118.95862433,3012:44,3013:90,3014:20250807142757,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151970808836096$EC73BD2504030074$REALTIME$TIME:20250807142806,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.03,4033:72,4040:0,4041:0,4043:0,4044:1,2204:7,2603:29.10738943,2602:118.95863520,3012:47,3013:90,3014:20250807142758,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151970813030400$EC73BD2504030074$REALTIME$TIME:20250807142806,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.03,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:29.10739430,2602:118.95864758,3012:81,3013:90,3014:20250807142759,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151970817224704$EC73BD2504030074$REALTIME$TIME:20250807142806,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.03,4033:72,4040:0,4041:0,4043:0,4044:1,2204:6.3,2603:29.10739785,2602:118.95865973,3012:56,3013:90,3014:20250807142800,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151970821419008$EC73BD2504030074$REALTIME$TIME:20250807142806,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.03,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10740175,2602:118.95867178,3012:60,3013:90,3014:20250807142801,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151970825613312$EC73BD2504030074$REALTIME$TIME:20250807142806,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.03,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5.4,2603:29.10741000,2602:118.95868233,3012:24,3013:90,3014:20250807142802,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151970829807616$EC73BD2504030074$REALTIME$TIME:20250807142806,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.03,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10741933,2602:118.95868428,3012:358,3013:90,3014:20250807142803,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151970838196224$EC73BD2504030074$REALTIME$TIME:20250807142806,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.03,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:29.10742873,2602:118.95867831,3012:316,3013:90,3014:20250807142804,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353151970842390528$EC73BD2504030074$REALTIME$TIME:20250807142806,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.03,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10743260,2602:118.95865690,3012:257,3013:90,3014:20250807142806,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152012999340032$EC73BD2504030074$REALTIME$TIME:20250807142816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.07,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5.4,2603:29.10742718,2602:118.95864603,3012:221,3013:90,3014:20250807142807,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152013003534336$EC73BD2504030074$REALTIME$TIME:20250807142816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.07,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.4,2603:29.10741873,2602:118.95863798,3012:223,3013:90,3014:20250807142808,3015:23,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152013095809024$EC73BD2504030074$REALTIME$TIME:20250807142816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.07,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10741225,2602:118.95862871,3012:231,3013:90,3014:20250807142809,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
