SUBMIT$7318350011618983936$NJ4GBQSAX0000687$REALTIME$TIME:20250503133732,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:10.9,2603:28.8453790,2602:113.2050090,3012:236,3013:56,3014:20250503133731,3015:12,3016:12,4014:1,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7318381456517386240$NJ4GBQSAX0000687$REALTIME$TIME:20250503154229,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989870,3012:0,3013:30,3014:20250503154225,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381456521580544$NJ4GBQSAX0000687$REALTIME$TIME:20250503154229,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989870,3012:0,3013:30,3014:20250503154226,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381456525774848$NJ4GBQSAX0000687$REALTIME$TIME:20250503154229,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989870,3012:0,3013:30,3014:20250503154227,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381456529969152$NJ4GBQSAX0000687$REALTIME$TIME:20250503154229,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989870,3012:0,3013:30,3014:20250503154228,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381499089580032$NJ4GBQSAX0000687$REALTIME$TIME:20250503154239,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989870,3012:0,3013:30,3014:20250503154229,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381499093774336$NJ4GBQSAX0000687$REALTIME$TIME:20250503154239,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989880,3012:0,3013:30,3014:20250503154230,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381499097968640$NJ4GBQSAX0000687$REALTIME$TIME:20250503154239,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989880,3012:0,3013:30,3014:20250503154231,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381499102162944$NJ4GBQSAX0000687$REALTIME$TIME:20250503154239,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989880,3012:0,3013:30,3014:20250503154232,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381499106357248$NJ4GBQSAX0000687$REALTIME$TIME:20250503154239,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989880,3012:0,3013:30,3014:20250503154233,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381499110551552$NJ4GBQSAX0000687$REALTIME$TIME:20250503154239,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989880,3012:0,3013:30,3014:20250503154234,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381499114745856$NJ4GBQSAX0000687$REALTIME$TIME:20250503154239,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989880,3012:0,3013:30,3014:20250503154235,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381499118940160$NJ4GBQSAX0000687$REALTIME$TIME:20250503154239,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989880,3012:0,3013:30,3014:20250503154236,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381499123134464$NJ4GBQSAX0000687$REALTIME$TIME:20250503154239,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989880,3012:0,3013:30,3014:20250503154237,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381499127328768$NJ4GBQSAX0000687$REALTIME$TIME:20250503154239,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404270,2602:113.1989880,3012:0,3013:30,3014:20250503154238,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381543385624576$NJ4GBQSAX0000687$REALTIME$TIME:20250503154250,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154239,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381543389818880$NJ4GBQSAX0000687$REALTIME$TIME:20250503154250,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154240,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381543394013184$NJ4GBQSAX0000687$REALTIME$TIME:20250503154250,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154241,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381543398207488$NJ4GBQSAX0000687$REALTIME$TIME:20250503154250,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154242,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381543402401792$NJ4GBQSAX0000687$REALTIME$TIME:20250503154250,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154243,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381543406596096$NJ4GBQSAX0000687$REALTIME$TIME:20250503154250,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154244,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381543410790400$NJ4GBQSAX0000687$REALTIME$TIME:20250503154250,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154245,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381543414984704$NJ4GBQSAX0000687$REALTIME$TIME:20250503154250,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154246,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381543419179008$NJ4GBQSAX0000687$REALTIME$TIME:20250503154250,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154247,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381543423373312$NJ4GBQSAX0000687$REALTIME$TIME:20250503154250,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154248,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381587740393472$NJ4GBQSAX0000687$REALTIME$TIME:20250503154301,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154249,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381587744587776$NJ4GBQSAX0000687$REALTIME$TIME:20250503154301,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154250,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381587748782080$NJ4GBQSAX0000687$REALTIME$TIME:20250503154301,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154251,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381587752976384$NJ4GBQSAX0000687$REALTIME$TIME:20250503154301,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154252,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381587757170688$NJ4GBQSAX0000687$REALTIME$TIME:20250503154301,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154253,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381587761364992$NJ4GBQSAX0000687$REALTIME$TIME:20250503154301,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154254,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381587765559296$NJ4GBQSAX0000687$REALTIME$TIME:20250503154301,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154255,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381587769753600$NJ4GBQSAX0000687$REALTIME$TIME:20250503154301,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154256,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381587773947904$NJ4GBQSAX0000687$REALTIME$TIME:20250503154301,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154257,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381587778142208$NJ4GBQSAX0000687$REALTIME$TIME:20250503154301,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154258,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381630417440768$NJ4GBQSAX0000687$REALTIME$TIME:20250503154311,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154259,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381630421635072$NJ4GBQSAX0000687$REALTIME$TIME:20250503154311,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154300,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381630425829376$NJ4GBQSAX0000687$REALTIME$TIME:20250503154311,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154301,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381630430023680$NJ4GBQSAX0000687$REALTIME$TIME:20250503154311,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154302,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381630434217984$NJ4GBQSAX0000687$REALTIME$TIME:20250503154311,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154303,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381630438412288$NJ4GBQSAX0000687$REALTIME$TIME:20250503154311,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154304,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381630442606592$NJ4GBQSAX0000687$REALTIME$TIME:20250503154311,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154305,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381630446800896$NJ4GBQSAX0000687$REALTIME$TIME:20250503154311,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154306,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381630450995200$NJ4GBQSAX0000687$REALTIME$TIME:20250503154311,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154307,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381630455189504$NJ4GBQSAX0000687$REALTIME$TIME:20250503154311,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154308,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381673031569408$NJ4GBQSAX0000687$REALTIME$TIME:20250503154321,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154309,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381673035763712$NJ4GBQSAX0000687$REALTIME$TIME:20250503154321,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404260,2602:113.1989880,3012:0,3013:30,3014:20250503154310,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381673039958016$NJ4GBQSAX0000687$REALTIME$TIME:20250503154321,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154311,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381673044152320$NJ4GBQSAX0000687$REALTIME$TIME:20250503154321,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154312,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381673048346624$NJ4GBQSAX0000687$REALTIME$TIME:20250503154321,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154313,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381673052540928$NJ4GBQSAX0000687$REALTIME$TIME:20250503154321,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154314,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381673056735232$NJ4GBQSAX0000687$REALTIME$TIME:20250503154321,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154315,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381673060929536$NJ4GBQSAX0000687$REALTIME$TIME:20250503154321,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154316,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381673065123840$NJ4GBQSAX0000687$REALTIME$TIME:20250503154321,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154317,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381673069318144$NJ4GBQSAX0000687$REALTIME$TIME:20250503154321,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1982,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154318,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381718539751424$NJ4GBQSAX0000687$REALTIME$TIME:20250503154332,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154319,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381718543945728$NJ4GBQSAX0000687$REALTIME$TIME:20250503154332,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154320,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381718548140032$NJ4GBQSAX0000687$REALTIME$TIME:20250503154332,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154321,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381696892944384$NJ4GBQSAX0000687$REALTIME$TIME:20250503154327,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154322,3015:18,3016:11,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7318381718552334336$NJ4GBQSAX0000687$REALTIME$TIME:20250503154332,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154323,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381718556528640$NJ4GBQSAX0000687$REALTIME$TIME:20250503154332,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154324,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381718560722944$NJ4GBQSAX0000687$REALTIME$TIME:20250503154332,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154325,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381718564917248$NJ4GBQSAX0000687$REALTIME$TIME:20250503154332,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154326,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381718569111552$NJ4GBQSAX0000687$REALTIME$TIME:20250503154332,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154327,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381718573305856$NJ4GBQSAX0000687$REALTIME$TIME:20250503154332,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154328,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381761158066176$NJ4GBQSAX0000687$REALTIME$TIME:20250503154342,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154329,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381761162260480$NJ4GBQSAX0000687$REALTIME$TIME:20250503154342,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154330,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381761166454784$NJ4GBQSAX0000687$REALTIME$TIME:20250503154342,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154331,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381761170649088$NJ4GBQSAX0000687$REALTIME$TIME:20250503154342,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154332,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381761174843392$NJ4GBQSAX0000687$REALTIME$TIME:20250503154342,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154333,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381761179037696$NJ4GBQSAX0000687$REALTIME$TIME:20250503154342,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154334,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381761183232000$NJ4GBQSAX0000687$REALTIME$TIME:20250503154342,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154335,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381761187426304$NJ4GBQSAX0000687$REALTIME$TIME:20250503154342,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154336,3015:18,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318381761191620608$NJ4GBQSAX0000687$REALTIME$TIME:20250503154342,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154337,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381761195814912$NJ4GBQSAX0000687$REALTIME$TIME:20250503154342,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154338,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381805093404672$NJ4GBQSAX0000687$REALTIME$TIME:20250503154352,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154339,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381805097598976$NJ4GBQSAX0000687$REALTIME$TIME:20250503154352,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154340,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381805101793280$NJ4GBQSAX0000687$REALTIME$TIME:20250503154352,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154341,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381805105987584$NJ4GBQSAX0000687$REALTIME$TIME:20250503154352,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154342,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381805110181888$NJ4GBQSAX0000687$REALTIME$TIME:20250503154352,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154343,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381805114376192$NJ4GBQSAX0000687$REALTIME$TIME:20250503154352,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404250,2602:113.1989880,3012:0,3013:30,3014:20250503154344,3015:18,3016:12,4014:0,2601:0,3019:0
