SUBMIT$7385323754907656192$EC73BD2506050018$REALTIME$TIME:20251104090717,gw:farm,3004:55,4042:1,4030:1,4031:0,4032:0.20,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,2603:22.54082890,2602:107.79342390,2204:0,3012:80,3013:96,3014:20251104090717,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:1,4404:5,4040:0,4041:0,4043:0,4044:1
SUBMIT$7385326579914002432$EC73BD2506050018$REALTIME$TIME:20251104091830,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072819,2602:107.79342098,3012:42,3013:95,3014:20251104091823,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326579918196736$EC73BD2506050018$REALTIME$TIME:20251104091830,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072819,2602:107.79342098,3012:67,3013:95,3014:20251104091824,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326579922391040$EC73BD2506050018$REALTIME$TIME:20251104091830,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072819,2602:107.79342096,3012:154,3013:95,3014:20251104091825,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326579926585344$EC73BD2506050018$REALTIME$TIME:20251104091830,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072821,2602:107.79342095,3012:261,3013:95,3014:20251104091826,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326579930779648$EC73BD2506050018$REALTIME$TIME:20251104091830,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072819,2602:107.79342100,3012:21,3013:95,3014:20251104091827,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326579934973952$EC73BD2506050018$REALTIME$TIME:20251104091830,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072819,2602:107.79342096,3012:119,3013:95,3014:20251104091828,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326579939168256$EC73BD2506050018$REALTIME$TIME:20251104091830,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072819,2602:107.79342098,3012:138,3013:95,3014:20251104091829,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326579943362560$EC73BD2506050018$REALTIME$TIME:20251104091830,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072821,2602:107.79342098,3012:335,3013:95,3014:20251104091830,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326622196789248$EC73BD2506050018$REALTIME$TIME:20251104091841,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072821,2602:107.79342095,3012:51,3013:95,3014:20251104091831,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326622200983552$EC73BD2506050018$REALTIME$TIME:20251104091841,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072821,2602:107.79342096,3012:320,3013:95,3014:20251104091832,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326622205177856$EC73BD2506050018$REALTIME$TIME:20251104091841,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072823,2602:107.79342101,3012:90,3013:95,3014:20251104091833,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326622209372160$EC73BD2506050018$REALTIME$TIME:20251104091841,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072821,2602:107.79342096,3012:137,3013:95,3014:20251104091834,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326622213566464$EC73BD2506050018$REALTIME$TIME:20251104091841,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072819,2602:107.79342098,3012:123,3013:95,3014:20251104091835,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326622217760768$EC73BD2506050018$REALTIME$TIME:20251104091841,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072819,2602:107.79342098,3012:337,3013:95,3014:20251104091836,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326622221955072$EC73BD2506050018$REALTIME$TIME:20251104091841,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072819,2602:107.79342101,3012:107,3013:95,3014:20251104091837,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326622226149376$EC73BD2506050018$REALTIME$TIME:20251104091841,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072823,2602:107.79342100,3012:190,3013:95,3014:20251104091838,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326622230343680$EC73BD2506050018$REALTIME$TIME:20251104091841,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072823,2602:107.79342098,3012:357,3013:95,3014:20251104091839,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326622234537984$EC73BD2506050018$REALTIME$TIME:20251104091841,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072821,2602:107.79342098,3012:57,3013:95,3014:20251104091840,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326664299196416$EC73BD2506050018$REALTIME$TIME:20251104091851,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072821,2602:107.79342098,3012:208,3013:95,3014:20251104091841,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326664303390720$EC73BD2506050018$REALTIME$TIME:20251104091851,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072819,2602:107.79342096,3012:341,3013:95,3014:20251104091842,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326664307585024$EC73BD2506050018$REALTIME$TIME:20251104091851,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072821,2602:107.79342098,3012:62,3013:95,3014:20251104091843,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326664311779328$EC73BD2506050018$REALTIME$TIME:20251104091851,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072823,2602:107.79342101,3012:355,3013:95,3014:20251104091844,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326664315973632$EC73BD2506050018$REALTIME$TIME:20251104091851,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072821,2602:107.79342098,3012:115,3013:95,3014:20251104091845,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326664320167936$EC73BD2506050018$REALTIME$TIME:20251104091851,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072821,2602:107.79342103,3012:35,3013:95,3014:20251104091846,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326664324362240$EC73BD2506050018$REALTIME$TIME:20251104091851,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072823,2602:107.79342098,3012:57,3013:95,3014:20251104091847,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326664328556544$EC73BD2506050018$REALTIME$TIME:20251104091851,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072823,2602:107.79342101,3012:71,3013:95,3014:20251104091848,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326664332750848$EC73BD2506050018$REALTIME$TIME:20251104091851,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072823,2602:107.79342070,3012:272,3013:95,3014:20251104091849,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326664336945152$EC73BD2506050018$REALTIME$TIME:20251104091851,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.81,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.1,2603:22.54072826,2602:107.79341730,3012:261,3013:95,3014:20251104091850,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326706657497088$EC73BD2506050018$REALTIME$TIME:20251104091901,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.86,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.6,2603:22.54072826,2602:107.79341073,3012:268,3013:95,3014:20251104091851,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326706661691392$EC73BD2506050018$REALTIME$TIME:20251104091901,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.86,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:22.54072826,2602:107.79340175,3012:269,3013:95,3014:20251104091852,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326706665885696$EC73BD2506050018$REALTIME$TIME:20251104091901,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.86,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072818,2602:107.79339158,3012:269,3013:95,3014:20251104091853,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326706670080000$EC73BD2506050018$REALTIME$TIME:20251104091901,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.86,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072821,2602:107.79338108,3012:271,3013:95,3014:20251104091854,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326706674274304$EC73BD2506050018$REALTIME$TIME:20251104091901,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.86,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072819,2602:107.79337054,3012:270,3013:95,3014:20251104091855,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326706678468608$EC73BD2506050018$REALTIME$TIME:20251104091901,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.86,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072825,2602:107.79336009,3012:268,3013:95,3014:20251104091856,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326706682662912$EC73BD2506050018$REALTIME$TIME:20251104091901,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.86,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072823,2602:107.79334956,3012:270,3013:95,3014:20251104091857,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326706691051520$EC73BD2506050018$REALTIME$TIME:20251104091901,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.86,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072823,2602:107.79332851,3012:270,3013:95,3014:20251104091859,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326748998971392$EC73BD2506050018$REALTIME$TIME:20251104091911,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.91,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072826,2602:107.79330749,3012:268,3013:95,3014:20251104091901,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326749007360000$EC73BD2506050018$REALTIME$TIME:20251104091911,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.91,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072830,2602:107.79328645,3012:270,3013:95,3014:20251104091903,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326749011554304$EC73BD2506050018$REALTIME$TIME:20251104091911,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.91,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072833,2602:107.79327591,3012:269,3013:95,3014:20251104091904,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326749015748608$EC73BD2506050018$REALTIME$TIME:20251104091911,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.91,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072843,2602:107.79326546,3012:270,3013:95,3014:20251104091905,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326749019942912$EC73BD2506050018$REALTIME$TIME:20251104091911,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.91,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072830,2602:107.79324450,3012:271,3013:95,3014:20251104091907,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326749024137216$EC73BD2506050018$REALTIME$TIME:20251104091911,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.91,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072841,2602:107.79323391,3012:270,3013:95,3014:20251104091908,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326749028331520$EC73BD2506050018$REALTIME$TIME:20251104091911,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.91,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072855,2602:107.79322338,3012:270,3013:95,3014:20251104091909,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326749032525824$EC73BD2506050018$REALTIME$TIME:20251104091911,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.91,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072860,2602:107.79321296,3012:271,3013:95,3014:20251104091910,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326749036720128$EC73BD2506050018$REALTIME$TIME:20251104091911,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.91,4033:11,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072851,2602:107.79320243,3012:269,3013:95,3014:20251104091911,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326791298543616$EC73BD2506050018$REALTIME$TIME:20251104091921,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.96,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072850,2602:107.79319190,3012:269,3013:95,3014:20251104091912,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326791302737920$EC73BD2506050018$REALTIME$TIME:20251104091921,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.96,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072846,2602:107.79318139,3012:270,3013:95,3014:20251104091913,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326791306932224$EC73BD2506050018$REALTIME$TIME:20251104091921,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.96,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072848,2602:107.79317086,3012:269,3013:95,3014:20251104091914,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326791311126528$EC73BD2506050018$REALTIME$TIME:20251104091921,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.96,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072845,2602:107.79316038,3012:270,3013:95,3014:20251104091915,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326791319515136$EC73BD2506050018$REALTIME$TIME:20251104091921,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.96,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072855,2602:107.79314969,3012:268,3013:95,3014:20251104091916,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326791323709440$EC73BD2506050018$REALTIME$TIME:20251104091921,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.96,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072845,2602:107.79313920,3012:270,3013:95,3014:20251104091917,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326791327903744$EC73BD2506050018$REALTIME$TIME:20251104091921,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.96,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072850,2602:107.79311828,3012:270,3013:95,3014:20251104091919,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326791336292352$EC73BD2506050018$REALTIME$TIME:20251104091921,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.96,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072853,2602:107.79310770,3012:270,3013:95,3014:20251104091920,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326833480646656$EC73BD2506050018$REALTIME$TIME:20251104091931,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:1.01,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072861,2602:107.79308673,3012:271,3013:95,3014:20251104091922,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326833484840960$EC73BD2506050018$REALTIME$TIME:20251104091931,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:1.01,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072860,2602:107.79307618,3012:270,3013:95,3014:20251104091923,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326833489035264$EC73BD2506050018$REALTIME$TIME:20251104091931,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:1.01,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072873,2602:107.79306565,3012:271,3013:95,3014:20251104091924,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326833493229568$EC73BD2506050018$REALTIME$TIME:20251104091931,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:1.01,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54072875,2602:107.79305523,3012:268,3013:95,3014:20251104091925,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326833497423872$EC73BD2506050018$REALTIME$TIME:20251104091931,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:1.01,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072871,2602:107.79304474,3012:269,3013:95,3014:20251104091926,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326833501618176$EC73BD2506050018$REALTIME$TIME:20251104091931,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:1.01,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072875,2602:107.79303425,3012:269,3013:95,3014:20251104091927,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
